district,latitude,longitude,year,month,crime_category,crime_count,severity_weight,risk_weight,source,source_url
Vijayapura,16.83,75.71,2022,0,Cruelty by Husband,107,65,70,NCRB Crime in India 2023 Volume I,https://ncrb.gov.in/
Vijayapura,16.83,75.71,2022,0,Cyber Harassment,9,55,60,NCRB Crime in India 2023 Volume I,https://ncrb.gov.in/
Vijayapura,16.83,75.71,2022,0,Dowry Death,3,70,70,NCRB Crime in India 2023 Volume I,https://ncrb.gov.in/
Vijayapura,16.83,75.71,2022,0,Dowry Harassment,8,65,70,NCRB Crime in India 2023 Volume I,https://ncrb.gov.in/
Vijayapura,16.83,75.71,2022,0,Kidnapping of Women,57,90,95,NCRB Crime in India 2023 Volume I,https://ncrb.gov.in/
Vijayapura,16.83,75.71,2022,0,Molestation,140,80,85,Karnataka Police Crime Review 2022,https://ksp.karnataka.gov.in/
Vijayapura,16.83,75.71,2022,0,POCSO Rape,36,100,100,NCRB Crime in India 2023 Volume I,https://ncrb.gov.in/
Vijayapura,16.83,75.71,2022,0,POCSO Sexual Assault,17,95,100,NCRB Crime in India 2023 Volume I,https://ncrb.gov.in/
Vijayapura,16.83,75.71,2022,0,Rape,20,100,100,NCRB Crime in India 2023 Volume I,https://ncrb.gov.in/
Vijayapura,16.83,75.71,2022,0,Sexual Assault,4,90,100,Karnataka Police Crime Review 2022,https://ksp.karnataka.gov.in/
Vijayapura,16.83,75.71,2022,0,Sexual Harassment,6,75,80,Karnataka Police Crime Review 2022,https://ksp.karnataka.gov.in/
Yadgir,16.77,77.14,2022,0,Assault on Women,97,60,65,NCRB Crime in India 2023 Volume I,https://ncrb.gov.in/
Yadgir,16.77,77.14,2022,0,Cruelty by Husband,32,65,70,NCRB Crime in India 2023 Volume I,https://ncrb.gov.in/
Yadgir,16.77,77.14,2022,0,Cyber Harassment,2,55,60,NCRB Crime in India 2023 Volume I,https://ncrb.gov.in/
Yadgir,16.77,77.14,2022,0,Dowry Death,1,70,70,NCRB Crime in India 2023 Volume I,https://ncrb.gov.in/
Yadgir,16.77,77.14,2022,0,Dowry Harassment,20,65,70,NCRB Crime in India 2023 Volume I,https://ncrb.gov.in/
Yadgir,16.77,77.14,2022,0,Human Trafficking,1,100,100,NCRB Crime in India 2023 Volume I,https://ncrb.gov.in/
Yadgir,16.77,77.14,2022,0,Kidnapping of Women,16,90,95,NCRB Crime in India 2023 Volume I,https://ncrb.gov.in/
Yadgir,16.77,77.14,2022,0,Molestation,97,80,85,Karnataka Police Crime Review 2022,https://ksp.karnataka.gov.in/
Yadgir,16.77,77.14,2022,0,POCSO Rape,34,100,100,NCRB Crime in India 2023 Volume I,https://ncrb.gov.in/
Yadgir,16.77,77.14,2022,0,POCSO Sexual Assault,13,95,100,NCRB Crime in India 2023 Volume I,https://ncrb.gov.in/
Yadgir,16.77,77.14,2022,0,Rape,15,100,100,NCRB Crime in India 2023 Volume I,https://ncrb.gov.in/
Yadgir,16.77,77.14,2022,0,Sexual Assault,3,90,100,Karnataka Police Crime Review 2022,https://ksp.karnataka.gov.in/
Yadgir,16.77,77.14,2022,0,Sexual Harassment,10,75,80,Karnataka Police Crime Review 2022,https://ksp.karnataka.gov.in/
Bagalkote,16.18,75.696,2023,0,Acid Attack,1,100,100,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Bagalkote,16.18,75.696,2023,0,Assault on Women,164,60,65,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Bagalkote,16.18,75.696,2023,0,Attempt to Rape,1,90,100,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Bagalkote,16.18,75.696,2023,0,Cruelty by Husband,35,65,70,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Bagalkote,16.18,75.696,2023,0,Cyber Harassment,3,55,60,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Bagalkote,16.18,75.696,2023,0,Domestic Violence,1,65,70,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Bagalkote,16.18,75.696,2023,0,Dowry Death,2,70,70,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Bagalkote,16.18,75.696,2023,0,Dowry Harassment,30,65,70,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Bagalkote,16.18,75.696,2023,0,Gang Rape,1,100,100,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Bagalkote,16.18,75.696,2023,0,Human Trafficking,1,100,100,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Bagalkote,16.18,75.696,2023,0,Kidnapping of Women,28,90,95,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Bagalkote,16.18,75.696,2023,0,Molestation,195,80,85,Karnataka Police Crime Review 2023,https://ksp.karnataka.gov.in/
Bagalkote,16.18,75.696,2023,0,POCSO Rape,35,100,100,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Bagalkote,16.18,75.696,2023,0,POCSO Sexual Assault,7,95,100,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Bagalkote,16.18,75.696,2023,0,Rape,25,100,100,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Bagalkote,16.18,75.696,2023,0,Sexual Assault,120,90,100,Karnataka Police Crime Review 2023,https://ksp.karnataka.gov.in/
Bagalkote,16.18,75.696,2023,0,Sexual Harassment,1,75,80,Karnataka Police Crime Review 2023,https://ksp.karnataka.gov.in/
Bagalkote,16.18,75.696,2023,0,Stalking,2,70,75,Karnataka Police Crime Review 2023,https://ksp.karnataka.gov.in/
Bagalkote,16.18,75.696,2023,0,Voyeurism,1,70,75,Karnataka Police Crime Review 2023,https://ksp.karnataka.gov.in/
Ballari,15.15,76.915,2023,0,Acid Attack,1,100,100,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Ballari,15.15,76.915,2023,0,Assault on Women,83,60,65,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Ballari,15.15,76.915,2023,0,Attempt to Rape,1,90,100,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Ballari,15.15,76.915,2023,0,Cruelty by Husband,67,65,70,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Ballari,15.15,76.915,2023,0,Cyber Harassment,2,55,60,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Ballari,15.15,76.915,2023,0,Domestic Violence,1,65,70,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Ballari,15.15,76.915,2023,0,Dowry Death,1,70,70,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Ballari,15.15,76.915,2023,0,Dowry Harassment,46,65,70,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Ballari,15.15,76.915,2023,0,Gang Rape,1,100,100,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Ballari,15.15,76.915,2023,0,Human Trafficking,1,100,100,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Ballari,15.15,76.915,2023,0,Kidnapping of Women,29,90,95,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Ballari,15.15,76.915,2023,0,Molestation,65,80,85,Karnataka Police Crime Review 2023,https://ksp.karnataka.gov.in/
Ballari,15.15,76.915,2023,0,POCSO Rape,27,100,100,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Ballari,15.15,76.915,2023,0,POCSO Sexual Assault,15,95,100,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Ballari,15.15,76.915,2023,0,Rape,19,100,100,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Ballari,15.15,76.915,2023,0,Sexual Assault,36,90,100,Karnataka Police Crime Review 2023,https://ksp.karnataka.gov.in/
Ballari,15.15,76.915,2023,0,Sexual Harassment,18,75,80,Karnataka Police Crime Review 2023,https://ksp.karnataka.gov.in/
Ballari,15.15,76.915,2023,0,Stalking,4,70,75,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Belagavi,15.87,74.5,2023,0,Acid Attack,1,100,100,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Belagavi,15.87,74.5,2023,0,Assault on Women,369,60,65,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Belagavi,15.87,74.5,2023,0,Attempt to Rape,1,90,100,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Belagavi,15.87,74.5,2023,0,Cruelty by Husband,235,65,70,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Belagavi,15.87,74.5,2023,0,Cyber Harassment,26,55,60,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Belagavi,15.87,74.5,2023,0,Domestic Violence,1,65,70,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Belagavi,15.87,74.5,2023,0,Dowry Death,6,70,70,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Belagavi,15.87,74.5,2023,0,Dowry Harassment,37,65,70,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Belagavi,15.87,74.5,2023,0,Gang Rape,1,100,100,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Belagavi,15.87,74.5,2023,0,Human Trafficking,1,100,100,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Belagavi,15.87,74.5,2023,0,Kidnapping of Women,102,90,95,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Belagavi,15.87,74.5,2023,0,Molestation,293,80,85,Karnataka Police Crime Review 2023,https://ksp.karnataka.gov.in/
Belagavi,15.87,74.5,2023,0,POCSO Rape,148,100,100,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Belagavi,15.87,74.5,2023,0,POCSO Sexual Assault,41,95,100,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Belagavi,15.87,74.5,2023,0,Rape,63,100,100,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Belagavi,15.87,74.5,2023,0,Sexual Assault,70,90,100,Karnataka Police Crime Review 2023,https://ksp.karnataka.gov.in/
Belagavi,15.87,74.5,2023,0,Sexual Harassment,12,75,80,Karnataka Police Crime Review 2023,https://ksp.karnataka.gov.in/
Belagavi,15.87,74.5,2023,0,Stalking,8,70,75,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Bengaluru Urban,12.9716,77.5946,2023,0,Acid Attack,7,100,100,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Bengaluru Urban,12.9716,77.5946,2023,0,Assault on Women,943,60,65,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Bengaluru Urban,12.9716,77.5946,2023,0,Attempt to Rape,4,90,100,Karnataka Police Crime Review 2023,https://ksp.karnataka.gov.in/
Bengaluru Urban,12.9716,77.5946,2023,0,Cruelty by Husband,758,65,70,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Bengaluru Urban,12.9716,77.5946,2023,0,Cyber Harassment,92,55,60,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Bengaluru Urban,12.9716,77.5946,2023,0,Domestic Violence,1,65,70,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Bengaluru Urban,12.9716,77.5946,2023,0,Dowry Death,44,70,70,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Bengaluru Urban,12.9716,77.5946,2023,0,Dowry Harassment,1028,65,70,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Bengaluru Urban,12.9716,77.5946,2023,0,Gang Rape,1,100,100,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Bengaluru Urban,12.9716,77.5946,2023,0,Human Trafficking,8,100,100,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Bengaluru Urban,12.9716,77.5946,2023,0,Kidnapping of Women,820,90,95,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Bengaluru Urban,12.9716,77.5946,2023,0,Molestation,1163,80,85,Karnataka Police Crime Review 2023,https://ksp.karnataka.gov.in/
Bengaluru Urban,12.9716,77.5946,2023,0,POCSO Rape,439,100,100,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Bengaluru Urban,12.9716,77.5946,2023,0,POCSO Sexual Assault,146,95,100,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Bengaluru Urban,12.9716,77.5946,2023,0,Rape,354,100,100,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Bengaluru Urban,12.9716,77.5946,2023,0,Sexual Assault,70,90,100,Karnataka Police Crime Review 2023,https://ksp.karnataka.gov.in/
Bengaluru Urban,12.9716,77.5946,2023,0,Sexual Harassment,210,75,80,Karnataka Police Crime Review 2023,https://ksp.karnataka.gov.in/
Bengaluru Urban,12.9716,77.5946,2023,0,Stalking,124,70,75,Karnataka Police Crime Review 2023,https://ksp.karnataka.gov.in/
Bengaluru Urban,12.9716,77.5946,2023,0,Voyeurism,28,70,75,Karnataka Police Crime Review 2023,https://ksp.karnataka.gov.in/
Bidar,17.91,77.53,2023,0,Acid Attack,1,100,100,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Bidar,17.91,77.53,2023,0,Assault on Women,56,60,65,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Bidar,17.91,77.53,2023,0,Attempt to Rape,2,90,100,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Bidar,17.91,77.53,2023,0,Cruelty by Husband,113,65,70,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Bidar,17.91,77.53,2023,0,Cyber Harassment,2,55,60,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Bidar,17.91,77.53,2023,0,Domestic Violence,1,65,70,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Bidar,17.91,77.53,2023,0,Dowry Death,4,70,70,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Bidar,17.91,77.53,2023,0,Dowry Harassment,27,65,70,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Bidar,17.91,77.53,2023,0,Gang Rape,1,100,100,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Bidar,17.91,77.53,2023,0,Human Trafficking,1,100,100,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Bidar,17.91,77.53,2023,0,Kidnapping of Women,2,90,95,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Bidar,17.91,77.53,2023,0,Molestation,64,80,85,Karnataka Police Crime Review 2023,https://ksp.karnataka.gov.in/
Bidar,17.91,77.53,2023,0,POCSO Rape,41,100,100,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Bidar,17.91,77.53,2023,0,POCSO Sexual Assault,11,95,100,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Bidar,17.91,77.53,2023,0,Rape,23,100,100,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Bidar,17.91,77.53,2023,0,Sexual Harassment,3,75,80,Karnataka Police Crime Review 2023,https://ksp.karnataka.gov.in/
Bidar,17.91,77.53,2023,0,Stalking,1,70,75,Karnataka Police Crime Review 2023,https://ksp.karnataka.gov.in/
Chamarajanagara,11.93,76.94,2023,0,Acid Attack,1,100,100,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Chamarajanagara,11.93,76.94,2023,0,Assault on Women,160,60,65,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Chamarajanagara,11.93,76.94,2023,0,Attempt to Rape,1,90,100,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Chamarajanagara,11.93,76.94,2023,0,Cruelty by Husband,20,65,70,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Chamarajanagara,11.93,76.94,2023,0,Cyber Harassment,1,55,60,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Chamarajanagara,11.93,76.94,2023,0,Domestic Violence,1,65,70,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Chamarajanagara,11.93,76.94,2023,0,Dowry Death,1,70,70,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Chamarajanagara,11.93,76.94,2023,0,Dowry Harassment,30,65,70,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Chamarajanagara,11.93,76.94,2023,0,Gang Rape,1,100,100,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Chamarajanagara,11.93,76.94,2023,0,Human Trafficking,1,100,100,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Chamarajanagara,11.93,76.94,2023,0,Kidnapping of Women,1,90,95,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Chamarajanagara,11.93,76.94,2023,0,Molestation,185,80,85,Karnataka Police Crime Review 2023,https://ksp.karnataka.gov.in/
Chamarajanagara,11.93,76.94,2023,0,POCSO Rape,30,100,100,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Chamarajanagara,11.93,76.94,2023,0,POCSO Sexual Assault,20,95,100,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Chamarajanagara,11.93,76.94,2023,0,Rape,19,100,100,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Chamarajanagara,11.93,76.94,2023,0,Sexual Assault,84,90,100,Karnataka Police Crime Review 2023,https://ksp.karnataka.gov.in/
Chamarajanagara,11.93,76.94,2023,0,Sexual Harassment,11,75,80,Karnataka Police Crime Review 2023,https://ksp.karnataka.gov.in/
Chamarajanagara,11.93,76.94,2023,0,Stalking,3,70,75,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Chamarajanagara,11.93,76.94,2023,0,Voyeurism,4,70,75,Karnataka Police Crime Review 2023,https://ksp.karnataka.gov.in/
Chikkaballapura,13.43,77.73,2023,0,Acid Attack,1,100,100,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Chikkaballapura,13.43,77.73,2023,0,Assault on Women,150,60,65,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Chikkaballapura,13.43,77.73,2023,0,Attempt to Rape,1,90,100,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Chikkaballapura,13.43,77.73,2023,0,Cruelty by Husband,53,65,70,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Chikkaballapura,13.43,77.73,2023,0,Cyber Harassment,1,55,60,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Chikkaballapura,13.43,77.73,2023,0,Domestic Violence,1,65,70,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Chikkaballapura,13.43,77.73,2023,0,Dowry Death,11,70,70,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Chikkaballapura,13.43,77.73,2023,0,Dowry Harassment,37,65,70,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Chikkaballapura,13.43,77.73,2023,0,Gang Rape,1,100,100,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Chikkaballapura,13.43,77.73,2023,0,Human Trafficking,1,100,100,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Chikkaballapura,13.43,77.73,2023,0,Kidnapping of Women,2,90,95,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Chikkaballapura,13.43,77.73,2023,0,Molestation,115,80,85,Karnataka Police Crime Review 2023,https://ksp.karnataka.gov.in/
Chikkaballapura,13.43,77.73,2023,0,POCSO Rape,121,100,100,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Chikkaballapura,13.43,77.73,2023,0,POCSO Sexual Assault,23,95,100,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Chikkaballapura,13.43,77.73,2023,0,Rape,19,100,100,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Chikkaballapura,13.43,77.73,2023,0,Sexual Assault,64,90,100,Karnataka Police Crime Review 2023,https://ksp.karnataka.gov.in/
Chikkaballapura,13.43,77.73,2023,0,Sexual Harassment,5,75,80,Karnataka Police Crime Review 2023,https://ksp.karnataka.gov.in/
Chikkaballapura,13.43,77.73,2023,0,Stalking,7,70,75,Karnataka Police Crime Review 2023,https://ksp.karnataka.gov.in/
Chikkaballapura,13.43,77.73,2023,0,Voyeurism,1,70,75,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Chikkamagaluru,13.32,75.77,2023,0,Acid Attack,1,100,100,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Chikkamagaluru,13.32,75.77,2023,0,Assault on Women,230,60,65,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Chikkamagaluru,13.32,75.77,2023,0,Attempt to Rape,1,90,100,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Chikkamagaluru,13.32,75.77,2023,0,Cruelty by Husband,44,65,70,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Chikkamagaluru,13.32,75.77,2023,0,Cyber Harassment,1,55,60,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Chikkamagaluru,13.32,75.77,2023,0,Domestic Violence,1,65,70,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Chikkamagaluru,13.32,75.77,2023,0,Dowry Death,4,70,70,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Chikkamagaluru,13.32,75.77,2023,0,Dowry Harassment,41,65,70,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Chikkamagaluru,13.32,75.77,2023,0,Gang Rape,1,100,100,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Chikkamagaluru,13.32,75.77,2023,0,Human Trafficking,1,100,100,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Chikkamagaluru,13.32,75.77,2023,0,Kidnapping of Women,1,90,95,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Chikkamagaluru,13.32,75.77,2023,0,Molestation,223,80,85,Karnataka Police Crime Review 2023,https://ksp.karnataka.gov.in/
Chikkamagaluru,13.32,75.77,2023,0,POCSO Rape,76,100,100,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Chikkamagaluru,13.32,75.77,2023,0,POCSO Sexual Assault,48,95,100,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Chikkamagaluru,13.32,75.77,2023,0,Rape,12,100,100,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Chikkamagaluru,13.32,75.77,2023,0,Sexual Assault,38,90,100,Karnataka Police Crime Review 2023,https://ksp.karnataka.gov.in/
Chikkamagaluru,13.32,75.77,2023,0,Sexual Harassment,10,75,80,Karnataka Police Crime Review 2023,https://ksp.karnataka.gov.in/
Chikkamagaluru,13.32,75.77,2023,0,Stalking,9,70,75,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Chitradurga,14.23,76.4,2023,0,Acid Attack,1,100,100,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Chitradurga,14.23,76.4,2023,0,Assault on Women,394,60,65,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Chitradurga,14.23,76.4,2023,0,Attempt to Rape,1,90,100,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Chitradurga,14.23,76.4,2023,0,Cruelty by Husband,74,65,70,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Chitradurga,14.23,76.4,2023,0,Cyber Harassment,1,55,60,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Chitradurga,14.23,76.4,2023,0,Domestic Violence,1,65,70,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Chitradurga,14.23,76.4,2023,0,Dowry Death,7,70,70,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Chitradurga,14.23,76.4,2023,0,Dowry Harassment,48,65,70,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Chitradurga,14.23,76.4,2023,0,Gang Rape,1,100,100,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Chitradurga,14.23,76.4,2023,0,Human Trafficking,1,100,100,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Chitradurga,14.23,76.4,2023,0,Kidnapping of Women,1,90,95,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Chitradurga,14.23,76.4,2023,0,Molestation,361,80,85,Karnataka Police Crime Review 2023,https://ksp.karnataka.gov.in/
Chitradurga,14.23,76.4,2023,0,POCSO Rape,55,100,100,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Chitradurga,14.23,76.4,2023,0,POCSO Sexual Assault,44,95,100,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Chitradurga,14.23,76.4,2023,0,Rape,25,100,100,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Chitradurga,14.23,76.4,2023,0,Sexual Assault,121,90,100,Karnataka Police Crime Review 2023,https://ksp.karnataka.gov.in/
Chitradurga,14.23,76.4,2023,0,Sexual Harassment,22,75,80,Karnataka Police Crime Review 2023,https://ksp.karnataka.gov.in/
Chitradurga,14.23,76.4,2023,0,Stalking,7,70,75,Karnataka Police Crime Review 2023,https://ksp.karnataka.gov.in/
Chitradurga,14.23,76.4,2023,0,Voyeurism,1,70,75,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Dakshina Kannada,12.87,74.88,2023,0,Acid Attack,1,100,100,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Dakshina Kannada,12.87,74.88,2023,0,Assault on Women,144,60,65,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Dakshina Kannada,12.87,74.88,2023,0,Attempt to Rape,1,90,100,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Dakshina Kannada,12.87,74.88,2023,0,Cruelty by Husband,65,65,70,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Dakshina Kannada,12.87,74.88,2023,0,Cyber Harassment,14,55,60,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Dakshina Kannada,12.87,74.88,2023,0,Domestic Violence,1,65,70,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Dakshina Kannada,12.87,74.88,2023,0,Dowry Death,3,70,70,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Dakshina Kannada,12.87,74.88,2023,0,Dowry Harassment,22,65,70,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Dakshina Kannada,12.87,74.88,2023,0,Gang Rape,1,100,100,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Dakshina Kannada,12.87,74.88,2023,0,Human Trafficking,3,100,100,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Dakshina Kannada,12.87,74.88,2023,0,Kidnapping of Women,14,90,95,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Dakshina Kannada,12.87,74.88,2023,0,Molestation,80,80,85,Karnataka Police Crime Review 2023,https://ksp.karnataka.gov.in/
Dakshina Kannada,12.87,74.88,2023,0,POCSO Rape,84,100,100,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Dakshina Kannada,12.87,74.88,2023,0,POCSO Sexual Assault,52,95,100,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Dakshina Kannada,12.87,74.88,2023,0,Rape,45,100,100,Estimated from NCRB 2022 with 3% growth,https://ncrb.gov.in/
Dakshina Kannada,12.87,74.88,2023,0,Sexual Assault,3,90,100,Karnataka Police Crime Review 2023,https://ksp.karnataka.gov.in/
